index	Year	Type	Country	Activity	Injury	Fatal	NOT Fatal	Boating	Invalid
314	2016	Unprovoked	USA	Spearfishing	Bruised ribs & tail bone, speargun broken and wetsuit cut	0	1	0	0
315	2016	Boating	UNITED ARAB EMIRATES	Fishing	No injury to occupants, shark leapt into boat	0	0	1	0
316	2016	Unprovoked	USA	Paddle boarding	No injury	0	1	0	0
317	2016	Unprovoked	AUSTRALIA	Surfing	Laceration to right foot	0	1	0	0
318	2016	Unprovoked	AUSTRALIA	Wading	Laceration to right calf	0	1	0	0
319	2016	Unprovoked	AUSTRALIA	Spearfishing	Lacerations to arms & leg	0	1	0	0
320	2015	Boating	SOUTH AFRICA	Kayak Fishing	No injury, kayak damaged	0	0	1	0
321	2015	Unprovoked	SPAIN	Swimming	Lacerations to left forearm	0	1	0	0
322	2015	Unprovoked	USA	Paddle boarding	No injury, shark bit board	0	1	0	0
323	2015	Unprovoked	AUSTRALIA	Surfing	No injury, shark leapt on surfboard	0	1	0	0
324	2015	Unprovoked	BRAZIL	Scuba diving	Right hand & part of forearm removed	0	1	0	0
325	2015	Unprovoked	ARUBA	Sea disaster	FATAL	1	0	0	0
326	2015	Boating	AUSTRALIA	Fishing	No injury, shark rammed boat & bit motor	0	0	1	0
327	2015	Unprovoked	BAHAMAS	Lobster fishing	Bitten on thigh, abdomen & hand	0	1	0	0
328	2015	Unprovoked	SOUTH AFRICA	Swimming / Wading	Lacerations to both hands and forearms	0	1	0	0
329	2015	Unprovoked	ECUADOR	Snorkeling	Lacerations to left calf	0	1	0	0
330	2015	Unprovoked	USA	Surfing	Right heel injured	0	1	0	0
331	2015	Unprovoked	USA	Swimming	Leg injured	0	1	0	0
332	2015	Unprovoked	USA	Surfing	Lacerations to hand	0	1	0	0
333	2015	Unprovoked	AUSTRALIA	Surfing	Injury to left thigh	0	1	0	0
334	2015	Invalid	USA	Surfing	Lower left leg injured	0	0	0	1
335	2015	Unprovoked	USA	Swimming	Laceration to right ankle	0	1	0	0
336	2015	Unprovoked	USA	Wading	Injury to right ankle/calf & hand	0	1	0	0
337	2015	Unprovoked	MOZAMBIQUE	Fishing	Arms severely injured, surgically amputated	0	1	0	0
338	2015	Unprovoked	AUSTRALIA	Spearfishing	Minor injury	0	1	0	0
339	2015	Unprovoked	USA	Body boarding	Lacerations & puncture wounds to right thigh, calf & ankle	0	1	0	0
340	2015	Unprovoked	SOUTH AFRICA	Surfing	Lacerations to right calf, knee & hip	0	1	0	0
341	2015	Unprovoked	USA	Surfing	Lacerations to left hand	0	1	0	0
342	2015	Unprovoked	USA	Surfing	Left foot bitten	0	1	0	0
343	2015	Unprovoked	MOZAMBIQUE	Fishing for shrimp	FATAL	1	0	0	0
344	2015	Invalid	USA	Surfing	Left foot bitten by eel	0	0	0	1
345	2015	Unprovoked	USA	Swimming	Severe injuries to lower legs. Foot later surgically amputated.	0	1	0	0
346	2015	Boating	USA	Kayak Fishing	No injury, shark rammed kayak repeatedly	0	0	1	0
347	2015	Unprovoked	USA	Boogie boarding	Laceration to forearm	0	1	0	0
348	2015	Unprovoked	USA	Surfing	Left leg severed below the knee, defense injuries to left hand	0	1	0	0
349	2015	Unprovoked	MOZAMBIQUE	Fishing	Arm severely injured, surgically amputated	0	1	0	0
350	2015	Unprovoked	AUSTRALIA	Surfing	Foot injured	0	1	0	0
351	2015	Unprovoked	USA	Body boarding	2 lacerations to ankle	0	1	0	0
352	2015	Unprovoked	USA	Wading	Foot & hands bitten	0	1	0	0
353	2015	Unprovoked	USA	Surfing	Severe lacerations to left hand	0	1	0	0
354	2015	Unprovoked	USA	Surfing	Laceration to heel, puncture wounds to dorsum of foot	0	1	0	0
355	2015	Unprovoked	AUSTRALIA	Snorkeling	Laceration to leg	0	1	0	0
356	2015	Boating	USA	Kayak fishing	No injury, kayak damaged	0	0	1	0
357	2015	Unprovoked	USA	Surfing	Minor injury to left ankle	0	1	0	0
358	2015	Unprovoked	USA	Spearfishing	Severe laceration to left leg	0	1	0	0
359	2015	Unprovoked	USA	Wading	Significant injuries to leg	0	1	0	0
360	2015	Unprovoked	USA	Photographing fish	Injury to right hand / wrist	0	1	0	0
361	2015	Boating	USA	Kayak Fishing	No injury	0	0	1	0
362	2015	Unprovoked	USA	Swimming	Lacerations to calf	0	1	0	0
363	2015	Unprovoked	USA	Surfing	Injury to right foot	0	1	0	0
364	2015	Unprovoked	AUSTRALIA	Surfing	Minor laceration to hand	0	1	0	0
365	2015	Unprovoked	USA	Stand-Up Paddleboarding	No injury, shark struck board, tossing her into the sea	0	1	0	0
366	2015	Provoked	USA	Kayak Fishing	Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT	0	1	0	0
367	2015	Unprovoked	AUSTRALIA	Surf-skiing	Inuries to lower left leg & ankle	0	1	0	0
368	2015	Unprovoked	USA		Right foot bitten	0	1	0	0
369	2015	Unprovoked	THAILAND	Wading	Left foot & ankle bitten	0	1	0	0
370	2015	Unprovoked	FIJI	Spearfishing	Leg bitten	0	1	0	0
371	2015	Unprovoked	USA	Surfing	No injury, surfboard bitten	0	1	0	0
372	2015	Unprovoked	USA	Surfing	No injury, shark struk sufer's leg and his board	0	1	0	0
373	2015	Invalid	USA		Wound to right lower leg	0	0	0	1
374	2015	Unprovoked	AUSTRALIA	Surfing	Severe laceration to left buttock & thigh	0	1	0	0
375	2015	Unprovoked	USA	Surfing	Injuries to left calf, arm and hand	0	1	0	0
376	2015	Unprovoked	USA	Walking	Lacerations to right leg	0	1	0	0
377	2015	Boating	USA	Kayak Fishing	No injury, kayak bitten	0	0	1	0
378	2015	Invalid	SPAIN	Swimming	Minor injury when he attempted to touch a fish. 	0	0	0	1
379	2015	Provoked	USA	Spearfishing	Right hand bitten  PROVOKED INCIDENT	0	1	0	0
380	2015	Unprovoked	AUSTRALIA	Surfing	Lacerations and puncture wounds to hip, thigh, arm and hand	0	1	0	0
381	2015	Unprovoked	COSTA RICA	Surfing	Minor inuries to toes	0	1	0	0
382	2015	Questionable	AUSTRALIA	Surfing	Injury to hand	0	0	0	0
383	2015	Unprovoked	USA	Surfing	Minor injury to sole of foot	0	1	0	0
384	2015	Invalid	USA	Floating	2' cut to dorsum of foot, 2 puncture wounds to sole	0	0	0	1
385	2015	Unprovoked	AUSTRALIA	Scallop diving on hookah	FATAL	1	0	0	0
386	2015	Provoked	USA	Kayak Fishing	No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT	0	1	0	0
387	2015	Unprovoked	AUSTRALIA	Surfing	Left hand bitten	0	1	0	0
388	2015	Unprovoked	REUNION	Surfing	Arm bitten	0	1	0	0
389	2015	Unprovoked	SOUTH AFRICA	Surfing	No injury	0	1	0	0
390	2015	Unprovoked	USA	Surfing	No injury, shark bumped & damaged board	0	1	0	0
391	2015	Invalid	USA	Treading water	Laceration to back	0	0	0	1
392	2015	Invalid	FRENCH POLYNESIA	Swimming	Parallel lacerations to torso inconsistent with shark bite	0	0	0	1
393	2015	Unprovoked	BAHAMAS	Spearfishing	Lacerations to lower leg & ankle	0	1	0	0
394	2015	Unprovoked	USA		Lacerations to right hand & forearm	0	1	0	0
395	2015	Unprovoked	AUSTRALIA	Surfing	No injury, shark bit surfboard	0	1	0	0
396	2015	Unprovoked	AUSTRALIA	Body boarding 	Significant injuries to lower legs	0	1	0	0
397	2015	Unprovoked	USA	Swimming	Injuries to torso, hip, lower leg & hands	0	1	0	0
398	2015	Unprovoked	AUSTRALIA	Surfing	Hand bitten	0	1	0	0
399	2015	Unprovoked	USA	Playing in the water	Shallow lacerations & puncture to lateral left leg	0	1	0	0
400	2015	Unprovoked	USA	Swimming	Injuries to right calf, buttock and both hands	0	1	0	0
401	2015	Unprovoked	SOUTH AFRICA	Body Boarding	Right leg severed, multiple lacerations to left leg	0	1	0	0
402	2015	Invalid	USA	Swimming	Minor lacerations to leg	0	0	0	1
403	2015	Unprovoked	SOUTH AFRICA	Surfing	Multiple lacerations to torso & leg	0	1	0	0
404	2015	Unprovoked	USA	Standing	Puncture wounds to foot	0	1	0	0
405	2015	Provoked	AUSTRALIA	Swimming	Minor lacerations to forearm when he grabbed shark by its tail     PROVOKED INCIDENT	0	1	0	0
406	2015	Unprovoked	USA	Body surfing?	Multiple lacerations to back	0	1	0	0
407	2015	Unprovoked	USA	Swimming	Minor injury to foot	0	1	0	0
408	2015	Invalid	AUSTRALIA	Surfing	Bruises and abrasions to face, chin, chest, both shins & feet and cut to right hand when her surfboard was struck with force	0	0	0	1
409	2015	Unprovoked	USA	Standing	Minor injury to calf 	0	1	0	0
410	2015	Unprovoked	PUERTO RICO	Spearfishing	Injury to hand	0	1	0	0
411	2015	Unprovoked	USA	Swimming	Minor injury to calf 	0	1	0	0
412	2015	Unprovoked	USA	Wading	Arm amputated below shoulder	0	1	0	0
413	2015	Unprovoked	USA	Wading	Left arm amputated at elbow & severe injury to leg	0	1	0	0
414	2015	Unprovoked	USA		Severe laceration to leg	0	1	0	0
415	2015	Unprovoked	USA	Boogie boarding	Minor lacerations to foot	0	1	0	0
416	2015	Unprovoked	USA	Playing	Lacerations to right calf	0	1	0	0
417	2015	Unprovoked	USA	Attempting to rescue a shark	Puncture wound to finger	0	1	0	0
418	2015	Unprovoked	REUNION	Surfing	Left forearm bitten	0	1	0	0
419	2015	Unprovoked	USA	Standing	Left foot bitten	0	1	0	0
420	2015	Unprovoked	USA	Wading	Minor lacerations to dorsum of right foot	0	1	0	0
421	2015	Unprovoked	FRENCH POLYNESIA	Spearfishing	Lacerations to right forearm	0	1	0	0
422	2015	Unprovoked	USA	Swimming	Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon	0	1	0	0
423	2015	Unprovoked	USA	Surfing	2 puncture wounds to  dorsum of left foot	0	1	0	0
424	2015	Unprovoked	USA		Laceration to foot 	0	1	0	0
425	2015	Unprovoked	NEW CALEDONIA	Snorkeling	FATAL	1	0	0	0
426	2015	Unprovoked	USA	Swimming	Lacerations to lower left leg, ankle & foot	0	1	0	0
427	2015	Unprovoked	AUSTRALIA	Surfing	Injuries to left arm & right hand	0	1	0	0
428	2015	Unprovoked	SOUTH AFRICA	Diving	Injuries to leg, left arm & both hands	0	1	0	0
429	2015	Unprovoked	USA	Snorkeling	FATAL	1	0	0	0
430	2015	Unprovoked	USA	Wading	Lacerations to left calf	0	1	0	0
431	2015	Unprovoked	AUSTRALIA	Surfing	Leg severed at mid-thigh	0	1	0	0
432	2015	Unprovoked	AUSTRALIA	Surf skiing 	No injury, knocked off ski	0	1	0	0
433	2015	Unprovoked	USA	Photographing the shark	Lacerations to shoulder and left bicep	0	1	0	0
434	2015	Unprovoked	REUNION	Surfing	FATAL	1	0	0	0
435	2015	Unprovoked	AUSTRALIA	Paddle boarding	Ankle injured	0	1	0	0
436	2015	Unprovoked	USA	Spearfishing	Injuries to head & torso	0	1	0	0
437	2015	Invalid	ITALY	Diving	FATAL, but shark involvement prior to death unconfirmed	0	0	0	1
438	2015	Invalid	BRAZIL	Surfing	Injury to left thigh from unidentified species of fish; injuries inconsistent with shark bite	0	0	0	1
439	2015	Boating	SOUTH AFRICA	Kayak Fishing	No injury but kayak bitten	0	0	1	0
440	2015	Unprovoked	EGYPT	Swimming	FATAL	1	0	0	0
441	2015	Unprovoked	USA	Standing / Snorkeling	Lacerations to left forearm. Lacerations to left hand and thigh	0	1	0	0
442	2015	Unprovoked	FRENCH POLYNESIA	Hand feeding sharks	Hand bitten	0	1	0	0
443	2015	Boating	AUSTRALIA	Fishing	Bruised in falling overboard as shark bumped boat	0	0	1	0
444	2015	Provoked	MEXICO	Fishing	Right hand bitten by hooked shark PROVOKED INCIDENT	0	1	0	0
445	2015	Unprovoked	FRENCH POLYNESIA	Sitting in the water	Thigh bitten	0	1	0	0
446	2015	Boating	ATLANTIC OCEAN	Transatlantic Rowing	No injury, shark bit rudder	0	0	1	0
447	2015	Unprovoked	REUNION	Swimming	FATAL	1	0	0	0
448	2015	Unprovoked	AUSTRALIA	Surfing	FATAL	1	0	0	0
449	2015	Unprovoked	AUSTRALIA	Surfing	Laceration & puncture wounds to right flank & hip	0	1	0	0
450	2015	Unprovoked	AUSTRALIA	Bodysurfing	5 minor puncture wounds to lower left leg	0	1	0	0
451	2015	Boating	AUSTRALIA	Rowing	No injury, shark's teeth scratched hull	0	0	1	0
452	2015	Provoked	USA	Shark fishing	Lacerations to calf by hooked shark PROVOKED INCIDENT	0	1	0	0
453	2015	Unprovoked	AUSTRALIA	Surfing	No injury, surfboard dented	0	1	0	0
454	2015	Unprovoked	SOUTH AFRICA	Floating	Foot bitten	0	1	0	0
455	2015	Boating	USA	Fishing	No injury but shark bit trolling motor & rammed boat	0	0	1	0
456	2015	Invalid	AUSTRALIA	Surfing & filming dolphins	Board snapped in two	0	0	0	1
457	2015	Boating	AUSTRALIA	Fishing	Shark bumped boat, no injury to occupants	0	0	1	0
458	2015	Unprovoked	AUSTRALIA	Filming	Bitten on hand & wrist	0	1	0	0
459	2015	Invalid	USA	Swimming after falling overboard	During his 16-hour swim to shore, he was circled by a shark but it did not injure him	0	0	0	1
460	2015	Unprovoked	BAHAMAS	Snorkeling	Severe bite to right flank	0	1	0	0
461	2015	Unprovoked	SOUTH AFRICA	Surfing	Lacerations to lower left leg, puncture wounds to sole of left foot	0	1	0	0
462	2015	Unprovoked	USA		Leg bitten	0	1	0	0
463	2014	Unprovoked	AUSTRALIA	Surfing	Lacerations to both feet	0	1	0	0
464	2014	Unprovoked	AUSTRALIA	Spearfishing	FATAL	1	0	0	0
465	2014	Sea Disaster	GREECE		Of 9 bodies recovered, one was bitten by a shark	0	0	0	0
466	2014	Invalid	SOUTH AFRICA	Swimming	Minor cuts on feet	0	0	0	1
467	2014	Unprovoked	USA	Surfing	Injury to hip/leg	0	1	0	0
468	2014	Provoked	AUSTRALIA	Fishing	Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT	0	1	0	0
469	2014	Unprovoked	JAPAN	Diving / Filming	No injury, shark snagged its teeth in diver's suit	0	1	0	0
470	2014	Unprovoked	AUSTRALIA	Spearfishing	FATAL	1	0	0	0
471	2014	Provoked	SPAIN	Fishing for blue sharks	Glancing bite to wrist from netted shark PROVOKED INCIDENT	0	1	0	0
472	2014	Unprovoked	AUSTRALIA	Surfing	Minor injuries to right leg	0	1	0	0
473	2014	Provoked	MAURITIUS	Fishing	FATAL, arm bitten by shark hauled on deck             PROVOKED INCIDENT	1	0	0	0
474	2014	Boating	AUSTRALIA	Fishing	Shark chasing fish bumped boat, no injury to occupants	0	0	1	0
475	2014	Boating	USA		Shark bumped boat, no injury to occupants	0	0	1	0
476	2014	Unprovoked	USA	Surfing	Laceration to left hand	0	1	0	0
477	2014	Unprovoked	USA	Snorkeling	Laceration to left upper leg	0	1	0	0
478	2014	Unprovoked	AUSTRALIA	Surfing	Minor injury to lower leg and foot	0	1	0	0
479	2014	Unprovoked	USA	Surfing	Minor injuries to hand & arm 	0	1	0	0
480	2014	Unprovoked	USA	Surfing	Lacerations to fingers	0	1	0	0
481	2014	Provoked	AUSTRALIA	Surfing	Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT	0	1	0	0
482	2014	Unprovoked	USA	Stand-Up Paddleboarding	No injury, paddleboard bitten	0	1	0	0
483	2014	Unprovoked	USA	Stand-Up Paddleboarding	No injury, paddleboard bitten	0	1	0	0
484	2014	Boating	USA	Canoeing	No injury to occupant, canoe bitten	0	0	1	0
485	2014	Unprovoked	USA	Surfing	No injury, surfboard bitten	0	1	0	0
486	2014	Unprovoked	AUSTRALIA	Surfing	Lacerations to left calf & ankle, puncture wounds to left foot	0	1	0	0
487	2014	Unprovoked	USA	Standing in inner tube	Lacerations to left foot	0	1	0	0
488	2014	Unprovoked	USA	Body surfing or Boogie boarding	Laceration to right hand/wrist	0	1	0	0
489	2014	Boating	AUSTRALIA	Kayaking	Kayak deflated, no injury to occupants	0	0	1	0
490	2014	Unprovoked	USA	Surfing	Foot bitten	0	1	0	0
491	2014	Unprovoked	USA	Fishing	Thigh bitten	0	1	0	0
492	2014	Unprovoked	USA	Surfing	Foot bitten	0	1	0	0
493	2014	Boating	USA	Kayaking	No injury to occupant, shark/s holded  kayak	0	0	1	0
494	2014	Boating	USA	Kayaking 	No injury to occupant, shark/s holded  kayak	0	0	1	0
495	2014	Unprovoked	USA	Surfing	Lacerations to knee	0	1	0	0
496	2014	Unprovoked	AUSTRALIA	Surfing	Left arm & right hand severed, lacerations to both legs	0	1	0	0
497	2014	Unprovoked	USA	Surfing	Minor injury to left foot	0	1	0	0
498	2014	Unprovoked	FRENCH POLYNESIA	Feeding fish	Thumb & finger nipped	0	1	0	0
499	2014	Invalid	USA	Surfing	A hoax, no shark involvement	0	0	0	1
500	2014	Unprovoked	AUSTRALIA	Swimming	FATAL	1	0	0	0
501	2014	Unprovoked	USA	Fishing 	Leg bitten	0	1	0	0
502	2014	Boating	USA	Kayaking 	No injury, shark bit kayak	0	0	1	0
503	2014	Provoked	USA	Fishing	Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT	0	1	0	0
504	2014	Unprovoked	SPAIN	Playing with an air mattress	Lacerations to right hand	0	1	0	0
505	2014	Unprovoked	USA	Body surfing	Injury to left calf	0	1	0	0
506	2014	Unprovoked	USA	Surfing	Lacerations to shin	0	1	0	0
507	2014	Invalid	USA		Shark involvement not confirmed	0	0	0	1
508	2014	Provoked	USA	Fishing	Lacerations to foot by hooked shark PROVOKED INCIDENT	0	1	0	0
509	2014	Unprovoked	SPAIN	Swimming	Minor lacerations to posterior lower leg	0	1	0	0
510	2014	Unprovoked	USA	Surfing	Laceration to left hand	0	1	0	0
511	2014	Unprovoked	USA	Standing	Heel bitten	0	1	0	0
512	2014	Provoked	USA	Fishing for sharks	Lacerations to forearm from hooked shark PROVOKED INCIDENT	0	1	0	0
513	2014	Unprovoked	USA	Kite boarding	Laceration to left foot	0	1	0	0
514	2014	Unprovoked	AUSTRALIA	Spearfishing	Lacerations to face and neck	0	1	0	0
515	2014	Unprovoked	USA	Standing	Puncture wounds and lacerations to left thigh and knee	0	1	0	0
516	2014	Unprovoked	USA		Puncture wounds & lacerations to foot	0	1	0	0
517	2014	Unprovoked	BAHAMAS	Spearfishing	Puncture wounds to right foot and ankle	0	1	0	0
518	2014	Unprovoked	USA	Swimming	Puncture wounds to right foot & ankle	0	1	0	0
519	2014	Unprovoked	USA	Swimming	Minor lacerations to left heel and big toe	0	1	0	0
520	2014	Unprovoked	USA	Boogie boarding	Lacerations to right leg & foot	0	1	0	0
521	2014	Unprovoked	USA	Swimming	Lacerations to  foot	0	1	0	0
522	2014	Unprovoked	USA	Surfing	Foot bitten	0	1	0	0
523	2014	Unprovoked	USA	Boogie boarding	Laceration to ankle	0	1	0	0
524	2014	Unprovoked	SOUTH AFRICA	Surfing	Lower limbs & thigh bitten	0	1	0	0
525	2014	Invalid		Sea disaster	Shark involvement prior to death not confirmed	0	0	0	1
526	2014	Unprovoked	USA	Swimming	Left foot bitten	0	1	0	0
527	2014	Unprovoked	REUNION	Surfing	Lacerations to right wrist & calf	0	1	0	0
528	2014	Unprovoked	USA	Standing	Lacerations to right knee	0	1	0	0
529	2014	Unprovoked	SPAIN	Wading	Minor injury	0	1	0	0
530	2014	Unprovoked	USA	Swimming	Lacerations to left foot	0	1	0	0
531	2014	Unprovoked	USA	Swimming	Puncture wounds to foot	0	1	0	0
532	2014	Invalid	BAHAMAS	Shark diving	Missing after a dive, shark involvement considered probable, but not confirmed	0	0	0	1
533	2014	Unprovoked	USA	Body surfing	Lacerations to hand and wrist	0	1	0	0
534	2014	Unprovoked	USA	Surfing	Lacerations to foot	0	1	0	0
535	2014	Provoked	USA	Swimming	PROVOKED INCIDENT Torso bitten by shark hooked by an angler	0	1	0	0
536	2014	Unprovoked	USA	Surfing	No injury, surboard bitten	0	1	0	0
537	2014	Unprovoked	USA	Body surfing	Right hand bitten	0	1	0	0
538	2014	Boating	ST MARTIN	Transatlantic Rowing	His boat was holed by a shark	0	0	1	0
539	2014	Unprovoked	BAHAMAS	Spearfishing	No injury but shark took his pole spear	0	1	0	0
540	2014	Unprovoked	AUSTRALIA	Surfing	No injury, surfboard 'attacked'	0	1	0	0
541	2014	Unprovoked	AUSTRALIA	Body boarding	Lacerations to knee	0	1	0	0
542	2014	Provoked	AUSTRALIA	Petting a shark	Lacerations to right hand by captive shark PROVOKED INCIDENT	0	1	0	0
543	2014	Unprovoked	BRAZIL	Fishing	Severe injury to arm	0	1	0	0
544	2014	Unprovoked	USA	Standing	Abrasion to right hand, lacerations to left forearm	0	1	0	0
545	2014	Unprovoked	AUSTRALIA	Body boarding	Minor injury to torso	0	1	0	0
546	2014	Unprovoked	JAPAN	Surfing	Left arm bitten	0	1	0	0
547	2014	Unprovoked	USA	Kneeling in the water	Shallow lacerations & puncture wounds below shoulder	0	1	0	0
548	2014	Unprovoked	USA	Swimming	Laceration to right lower leg	0	1	0	0
549	2014	Unprovoked	AUSTRALIA	Surfing	Lacerations & puncture wounds to ankle and foot	0	1	0	0
550	2014	Unprovoked	USA	Tagging sharks	Laceration to left hand	0	1	0	0
551	2014	Unprovoked	AUSTRALIA	Fell into the water	Lacerations to legs	0	1	0	0
552	2014	Unprovoked	FRANCE	Scuba diving	Lacerations to left thigh and hip	0	1	0	0
553	2014	Provoked	AUSTRALIA	Teasing a shark	Cut to tip of finger by a captive shark PROVOKED INCIDENT	0	1	0	0
554	2014	Unprovoked	USA	Body boarding	Calf bitten	0	1	0	0
555	2014	Unprovoked	AUSTRALIA	Surfing	No injury, but surfboard severely damaged	0	1	0	0
556	2014	Unprovoked	USA	Wading	Lacerations and puncture wounds to right foot	0	1	0	0
557	2014	Unprovoked	USA	Surfing	Puncture wounds to right thigh	0	1	0	0
558	2014	Invalid	USA	Diving	No injury. No attack. 12' white shark appeared curious, not aggressive & departed when prodded by spear	0	0	0	1
559	2014	Unprovoked	USA	Swimming	Lacerations to left foot	0	1	0	0
560	2014	Unprovoked	SOUTH AFRICA	Diving	4-inch laceration to arm	0	1	0	0
561	2014	Unprovoked	USA	Surfing	Laceration to right hand and cuts on fingertips	0	1	0	0
562	2014	Unprovoked	AUSTRALIA	Spearfishing	Minor injury	0	1	0	0
563	2014	Unprovoked	USA	Swimming	Laceration & puncture wounds to right foot	0	1	0	0
564	2014	Unprovoked	USA	Wading	Minor lacerations to left foot	0	1	0	0
565	2014	Boating	SOUTH AFRICA	Shark watching	No injury to occupants, shark bit pontoon	0	0	1	0
566	2014	Provoked	SOUTH AFRICA	Fishing	Lacerations to leg & hand by hooked shark PROVOKED INCIDENT	0	1	0	0
567	2014	Unprovoked	USA	Surfing	Minor puncture wounds to lower left leg	0	1	0	0
568	2014	Unprovoked	USA	Surfing	Lacerations to foot	0	1	0	0
569	2014	Unprovoked	AUSTRALIA	Swimming	FATAL	1	0	0	0
570	2014	Invalid	AUSTRALIA	Diving for lobsters	Shark bites may have been post mortem	0	0	0	1
571	2014	Unprovoked	SOUTH AFRICA	Swimming	FATAL	1	0	0	0
572	2014	Unprovoked	USA	Kite Surfing	Lacerations to left forearm	0	1	0	0
573	2014	Unprovoked	USA	Surfing	Lacerations to toes and heel of right foot	0	1	0	0
574	2014	Unprovoked	NEW CALEDONIA	Kite Surfing	Lacerations to calf	0	1	0	0
575	2014	Unprovoked	AUSTRALIA	Surfing	Shark leapt onto surfboard; surfer uninjured 	0	1	0	0
576	2014	Invalid	AUSTRALIA		Injuries to wrist/hand by a mackerel, not a shark	0	0	0	1
577	2014	Unprovoked	AUSTRALIA	Swimming	Minor lacerations to foot	0	1	0	0
578	2014	Invalid	CAYMAN ISLANDS	Scuba diving / culling lionfish	Caribbean reef shark buzzed him. No injury, no attack. 	0	0	0	1
579	2014	Unprovoked	USA	Surfing	Lacerations to toes	0	1	0	0
580	2014	Unprovoked	FRENCH POLYNESIA	Kitesurfing	Lacerations to lower leg	0	1	0	0
581	2014	Boating	PAPUA NEW GUINEA	Sailing	No injury to occupants, hull bitten	0	0	1	0
582	2014	Unprovoked	AUSTRALIA	Spearfishing / Free diving	FATAL	1	0	0	0
583	2014	Provoked	TRINIDAD  TOBAGO	Fishing	Possibly a PROVOKED INCIDENT	0	1	0	0
584	2014	Unprovoked	NEW ZEALAND	Surfing	Lacerations to leg	0	1	0	0
585	2014	Provoked	AUSTRALIA	Fishing	Lacerations to ring and pinky fingers of his left hand by hooked shark PROVOKED INCIDENT	0	1	0	0
